station,city,code
洞井,千代田区,699
荷塘,上饶市,775
昭山,临沂市,549
暮云,长沙县,1139
长沙西,望城区,883
尖山,深水埗區,783
八方山,北安曇郡,46
观沙岭,裕园大厦,1102
麓谷,长沙市,1138
谷山,东港市,166
开福寺,阳城县,1035
樟木头,东莞市,167
平湖,平湖市,667
顺德,佛山市,217
江门东,江门市,429
阳东,阳江市,1036
开平南,江门市,429
古镇,河津市,317
小榄,中山市,1169
容桂,佛山市,217
中山北,石岐区街道,797
顺德学院,佛山市,217
南头,南投縣,641
明珠,油尖旺區,1082
唐家湾,永州市,1078
珠海北,珠海市,1176
南朗,南朗镇,635
北滘,東區,178
前山,安庆市,12
碧江,碧江区,61
东莞西,福州市,228
道滘,道滘镇,146
西平西,邵阳市,780
东城南,东莞市,167
寮步,寮步镇,537
松山湖北,松山湖,819
大朗镇,大朗镇,128
常平南,常平镇,81
常平东,常平镇,81
樟木头东,樟木头镇,1133
银瓶,合江县,307
沥林北,高松市,254
仲恺,柳川市,554
惠环,庆阳市,722
龙丰,衡阳市,333
西湖东,南都留郡,630
云山,九江市,465
小金口,惠州市,382
中川机场,永登县,1070
兰州新区,皋兰县,251
福利区,富里市,238
西固,秩父市,1166
任丘,沧州市,73
肃宁,龙岩市,567
辛集,石家庄市,793
承德,承德市,90
鹰手营子,承德市,90
密云北,密云区,612
怀柔,怀柔区,362
通州西,通州区,864
北京东,朝阳区,84
沙河市,邢台市,996
兴隆县,承德市,90
下台子,承德市,90
蓟州北,蓟州区,400
下仓,上饶市,775
宝坻,高松市,254
天津北,河北区,315
曹子里,武清区,920
崔黄口,武清区,920
大口屯,江津市,427
上仓,宾川县,62
霍尔果斯,霍尔果斯市,385
沙城,张家口市,1128
下花园,哈尔滨市,283
张家口,张家口市,1128
柴沟堡,张家口市,1128
天镇,大同市,133
阳高,平顺县,671
大同,大同市,133
丰镇,乌兰察布市,903
五原,上饶市,775
巴彦高勒,磴口县,152
宣化,郑州市,1162
连云港东,连云港市,524
东海县,东海县,168
新沂,徐州市,1009
邳州,徐州市,1009
黄口,太康县,834
虞城县,城郊乡,93
华山,渭南市,893
潼关,望城区,883
灵宝,灵宝市,551
三门峡西,崖底街道,1018
阜新南,海州区,293
清河门北,清河门区,715
义县,保定市,43
滁州北,滁州市,104
磁窑,泰安市,836
禹城,禹城市,1099
平原,福州市,228
吴桥,阜阳市,234
东光,肥东县,204
泊头,沧州市,73
青县,沧州市,73
枣强,衡水市,332
清河城,本溪满族自治县,58
曹县,菏泽市,321
宁陵县,宁陵县,655
定陶,菏泽市,321
鄄城,菏泽市,321
郓城,盐湖区,1027
梁山,济宁市,398
台前,濮阳市,684
阳谷,速見郡,825
临清,聊城市,536
大营镇,泰州市,839
深州,衡水市,332
饶阳,衡水市,332
廊坊北,廊坊市,496
杨村,淮南市,365
静海,天津市,848
榆次,合肥市,305
榆社,晋中市,453
武乡,基隆市,390
沁县,沁县,711
襄垣,町田市,156
长治北,潞州区,577
长治,潞州区,577
高平,晋城市,450
晋城,晋城市,450
洮南,洮南市,843
敖力布告,通辽市,862
宝龙山,昌图县,78
林西,赤峰市,101
海城,海城市,286
帽儿山,哈尔滨市,283
平山,石家庄市,793
小岭,哈尔滨市,283
玉泉,秦州区,710
成高子,哈尔滨市,283
苏家屯,克东县,479
八面城,昌图县,78
双辽,四平市,815
江桥,攸县,1080
富裕,富士吉田市,240
小榆树,富裕县,243
二道湾,禾木哈纳斯蒙古民族乡,303
团结,成都市,87
拉哈,讷河市,645
六合镇,苏州市,824
讷河,讷南镇,646
老莱,讷河市,645
伊拉哈,嫩江县,648
九三,嫩江县,648
嫩江,学田镇,1016
哈力图,呼伦贝尔市,345
红彦,邵阳市,780
达拉滨,原阳县,1107
大杨树,呼伦贝尔市,345
朝阳村,苗栗縣,614
讷尔克气,呼伦贝尔市,345
加格达奇,呼伦贝尔市,345
大杨树东,呼伦贝尔市,345
恒地营,讷河市,645
八方,河池市,316
青水山,上川総合振興局,772
灯塔,辽阳市,533
张台子,辽阳市,533
下板城,承德市,90
平泉,承德市,90
杨树岭,承德市,90
三十家,南投縣,641
凌源,朝阳市,85
叶柏寿,朝阳市,85
朝阳南,朝阳市,85
义县西,保定市,43
凌海,凌海市,553
大虎山,黑山县,330
新民,沈阳市,788
凌源东,朝阳市,85
小寺沟,张家口市,1128
茂林,石門區,796
保康,呼伦贝尔市,345
黑水,宁强县,657
扎兰屯,呼伦贝尔市,345
博克图,呼伦贝尔市,345
免渡河,呼伦贝尔市,345
牙克石,呼伦贝尔市,345
大雁,高砂市,253
海拉尔,呼伦贝尔市,345
乌奴耳,呼伦贝尔市,345
兴安岭,呼伦贝尔市,345
太谷,白塔区管委会,30
祁县,齐河县,694
平遥,百色市,32
介休,晋中市,453
灵石,乐陵市,499
霍州,霍州市,386
洪洞,洪洞县,340
临汾,尧都区,1040
侯马,侯马市,342
新绛,巴音郭楞蒙古自治州,22
稷山,三養基郡,749
河津,河津市,317
韩城,渭南市,893
韦庄,聊城市,536
合阳北,丽水市,520
依安,南宁市,637
克山,齐齐哈尔市,695
克东,鸡东县,387
北安,兆麟街道办事处,1149
赵光,赵光农场,1150
通北,北安市,45
扎音河,双录乡,809
海伦,前进镇,703
东边井,东风镇,164
绥棱,绥棱镇,827
张维屯,北林区,52
四方台,依兰镇,1045
绥化,大有办事处,138
兴隆镇,济宁市,398
白奎堡,白奎镇,28
呼兰,磐石市,662
海北,海伦市,290
李家,遵义市,1189
塔哈,建华区,418
日照,日照市,730
莒南,南通市,640
临沂,临沂市,549
费县,费县,205
平邑,百色市,32
泗水,济宁市,398
曲阜,济宁市,398
东明县,菏泽市,321
长垣,长垣市,1144
许家屯,瓦房店市,877
五大连池,引龙河农场,1061
龙镇,罗山县,579
襄河,滁州市,104
孙吴,淳安县,111
黑河,花园街道办事处,354
白山市,浑江区,383
通化,东昌区,160
五女山,桓仁满族自治县,368
小市,本溪满族自治县,58
新立屯,宾县,63
顺义,册亨县,74
赵城,洪洞县,340
太原东,太原市,835
忻州,忻府区,975
原平,原平市,1106
宁武,清远市,720
朔州,朔城区,814
怀仁,怀仁市,361
岱岳,东城管理委员会,161
西柳,港区,250
抚顺北,新抚区,980
清原,清远市,720
梅河口,梅河口市,598
辽源,辽源市,534
抚宁,札幌市,1124
张家口南,张家口市,1128
芦台,武汉市,917
昌平北,昌平区,77
怀柔北,怀柔区,362
滦平,承德市,90
隆化,屏山县,680
四合永,承德市,90
朝阳地,承德市,90
赤峰南,向阳街道办,967
纪家沟,阜阳市,234
郭家店,拜泉县,34
完工,来宾市,490
嵯岗,呼伦贝尔市,345
扎赉诺尔西,呼伦贝尔市,345
满洲里,呼伦贝尔市,345
富拉尔基,基隆市,390
大庆,东风街道办事处,163
中宁,関市,266
景泰,北京市,51
春亭阁,呼伦贝尔市,345
乌鲁布铁,呼伦贝尔市,345
白桦排,呼伦贝尔市,345
加南,甲賀市,412
新高峰,长福镇,1135
神头,涉县,782
运城,盐湖区,1027
永济,永济市,1074
兴平,咸阳市,957
虢镇,彰化縣,1131
阳曲,恩阳区,195
轩岗,芒市,594
宁安,宁安市,652
柴河,银州区,1059
朱家沟,青岛市,713
西麻山,麻山区,585
鸡东,堺市,439
黑台,密山市,611
密山,密山市,611
密山西,密山市,611
连珠山,密山市,611
永安乡,松桃苗族自治县,820
东海,鸡西市,389
兰岭,兰陵,494
向阳,襄城区,962
塔河,门头沟区,601
塔尔根,塔河县,830
翠岗,合肥市,305
碧州,龙岩市,567
大乌苏,新林区,983
新林,大兴安岭,135
林海,临海市,545
塔源,新林区,983
太阳沟,临夏县,547
新天,新田县,987
劲松,朝阳区,84
大扬气,大兴安岭,135
古源,原州区,1108
小扬气,亳州市,70
富海,防府市,201
冯屯,齐齐哈尔市,695
中和,臺灣新北市,833
古城,北京市,51
二井,肇州县,1153
二龙山屯,黑河市,329
辰清,黑河市,329
西岗子,黑河市,329
平洋,齐齐哈尔市,695
大兴,南通市,640
汤池,合肥市,305
三间房,承德市,90
榆树屯,昂昂溪区,16
大民屯,齐齐哈尔市,695
永胜,丽江市,519
四马架,佳木斯市,403
太平镇,湛江市,1127
丰乐镇,乌兰察布市,903
笔架山,笔架山街道,59
福利屯,富裕县,243
升昌,集贤县,396
红兴隆,友谊镇,1083
新友谊,友谊镇,1083
富锦,富锦市,236
建三江,富锦市,236
换新天,富锦市,236
前进镇,名山区,618
向阳川,斜里郡,974
五林,阳明区,1037
宝林,邛崃市,723
楚山,驻马店市,1178
古城镇,滨州市,66
亚河,林口县,542
青山,屯門區,876
虎山,鳥取市,650
佛岭,芜湖市,907
通天屯,七台河市,690
勃利,七台河市,690
杏树,大连市,131
桦南,佳木斯市,403
八虎力,桦南县,360
申家店,桦川县,358
莲江口,佳木斯市,403
鹤立,名古屋市,617
新华,宁安路街道,651
峻德,鹤岗市,326
鹤岗,鹤岗市,326
东京城,宁安市,652
长发屯,佳木斯市,403
孟家岗,桦南县,360
大西,今治市,440
阿尔山北,阿尔山市,2
杜拉尔,呼伦贝尔市,345
罕达盖,呼伦贝尔市,345
道劳杜,道老杜苏木乡,147
巴日图,巴中市,23
温根托海,笛吹市,154
辉河,黑河市,329
德仁,呼伦贝尔市,345
伊敏索木,呼伦贝尔市,345
伊敏,荔浦市,523
汇流河,牙克石市,1017
牧原,联和街道,526
煤田,大阪市,120
乌尔旗汗,丰台区,209
岩山,新見市,982
原林,彰化縣,1131
库都尔,牙克石市,1017
岭南,合山市,308
岭北,云浮市,1117
图里河,牙克石市,1017
伊图里河,牙克石市,1017
哈达,东洲区,176
根河,牙克石市,1017
朝中,牙克石市,1017
金林,牙克石市,1017
金河,北林区,52
阿龙山,牙克石市,1017
满归,牙克石市,1017
阿乌尼,牙克石市,1017
扎罗木得,牙克石市,1017
哈克,牙克石市,1017
碾子山,繁荣街道办事处,196
哈拉苏,牙克石市,1017
巴林,牙克石市,1017
喇嘛山,绍兴市,781
雅鲁,宜昌市,1049
赫尔洪得,呼伦贝尔市,345
扎赉诺尔,呼伦贝尔市,345
乌固诺尔,牙克石市,1017
沟口,姫路市,1154
虎尔虎拉,富拉尔基区,237
营口,营口市,1065
老边,营口市,1065
道清,浑江区,383
老营,保山市,44
江源,橿原市,431
湾沟,七里河区,689
松树镇,武威市,921
仙人桥,德州市,151
松江河,抚松县,229
泉阳,抚松县,229
露水河,抚松县,229
白河,白河市,26
水洞,银川市,1058
南芬,南芬区,631
桥头,高雄市,256
寒岭,项城市,968
安平,勇払郡,1079
水泉,阜新蒙古族自治县,233
刀尔登,朝阳市,85
杨杖子,朝阳市,85
金杖子,朝阳市,85
建昌,南宁市,637
南桥,剑阁县,421
柳树屯,桦甸市,359
高桥镇,桐乡市,867
米沙子,长春市,1134
沃皮,奈良市,624
布海,长春市,1134
达家沟,长春市,1134
姚家,合肥市,305
五棵树,哈尔滨市,283
榆树,长春市,1134
舒兰,舒兰市,803
偏岭,岫岩满族自治县,1006
松树台,张家口市,1128
温泉寺,神戸市,785
五龙背,振安区,1155
汤山城,振安区,1155
一面山,辽源市,534
凤凰城,清远市,720
大堡,小郡市,970
石城,廉江市,527
灌水,宽甸满族自治县,485
通化县,通化县,861
石桥子,惠州市,382
姚千户屯,沈阳市,788
陈相屯,沈阳市,788
吴家屯,宾县,63
下马塘,南芬区,631
连山关,本溪满族自治县,58
祁家堡,本溪满族自治县,58
草河口,凤城市,212
通远堡,凤城市,212
刘家河,广水市,272
沙海,朝阳市,85
天义,元朗區,1103
二龙,芜湖市,907
汐子,屏東縣,678
乃林,马鞍山羊场,587
平庄北,安顺市,13
热水,米易县,607
元宝山,武汉市,917
马林,马林市,589
小河沿,敖汉旗,17
四道湾,敖汉旗,17
敖汉,益田市,1056
三义井,黄羊洼镇,377
新窝铺,敖汉旗,17
奈曼,通辽市,862
八仙筒,通辽市,862
东明村,龙井市,564
嘎什甸子,通辽市,862
治安,磐石市,662
东来,渭南市,893
余粮堡,通辽市,862
吉舒,舒兰市,803
平安,平安区,664
山河屯,桦甸市,359
天岗,淮南市,365
蛟河,蛟河市,434
白石山,大島支庁,121
黄松甸,蛟河市,434
黄泥河,延寿县,1023
大石头,南昌市,627
安图,近江八幡市,448
延吉,延吉市,1021
图们,图们市,873
东通化,通化市,860
鸭园,通化市,860
铁厂,武陵源区,918
果松,果松镇,282
黄柏,宇治市,1095
阳岔,集安市,395
集安,吉安市,391
菇园,原州区,1108
临江,临江市,546
石人,云阳县,1120
三江口,兴义市,1000
金宝屯,通辽市,862
大林,嘉義縣,409
大青沟,张家口市,1128
库伦,库伦街道办,484
九台,长春市,1134
新立镇,长春市,1134
丰广,美唄市,600
谢家镇,常州市,82
大口钦,龙潭区,566
亚复,巢湖市,83
桦皮厂,昌邑区,79
前窑,船营区,109
左家,磐石市,662
土们岭,龙潭区,566
卡伦,长春市,1134
官高,南投縣,641
北宅,青岛市,713
雁栖湖,怀柔区,362
黑山寺,张家口市,1128
古北口,密云区,612
流水沟,合江县,307
猴山,承德市,90
虎什哈,承德市,90
五道河,阜阳市,234
二道沟门,怀柔区,362
张百湾,承德市,90
金沟屯,承德市,90
滦河沿,承德市,90
梁底下,承德市,90
白旗,百色市,32
超梁沟,风水梁镇,210
闹海营,承德市,90
韩麻营,承德市,90
窑上,临沂市,549
南大庙,承德市,90
张兰,平遥县,673
东镇,茂名市,596
闻喜,三明市,745
襄汾,柳州市,557
平旺,南宁市,637
豆罗,太原市,835
平社,北區,54
高村,绵阳市,613
清徐,清須市,718
柳林南,柳林县,556
齐哈日格图,锡林郭勒盟,944
土牧尔台,乌兰察布市,903
南召,巍山彝族回族自治县,888
鲁山,九江市,465
宝丰,常德市,80
洛阳东,洛阳市,582
博兴,大里郡,129
东营,东营市,175
利津南,中魚沼郡,1171
滨州,滨州市,66
阳信,汕尾市,766
商河,济宁市,398
临邑,临沂市,549
陵城,東諸県郡,180
枣庄东,枣庄市,1123
兰陵北,兰陵,494
巨野,裾野市,470
嘉祥,绵阳市,613
诸城,潍坊市,890
五莲,宣城市,1012
莒县,日照市,730
沂南,横手市,331
临沂东,临沂市,549
桃村,三明市,745
徐家店,烟台市,1019
莱西,青岛市,713
沂水,临沂市,549
文登,文登区,898
乳山,乳山市,736
扶绥,扶绥县,219
渠旧,扶绥县,219
濑湍,江州区,430
崇左,崇左市,103
亭亮,宁明县,656
宁明,赫章县,323
凭祥,凭祥市,675
金城江,河池市,316
宜州,河池市,316
文地,龙岩市,567
河唇,湛江市,1127
廉江,廉江市,527
遂溪,建宁县,420
湛江,湛江市,1127
洛碛,渝北区,1090
长寿,苏州市,824
涪陵,白沙黎族自治县,29
白涛,剑河县,422
白沙沱,武隆区,919
白马,绵阳市,613
武隆,屏東縣,678
中嘴,开州区,473
高谷,彭水苗族土家族自治县,663
彭水,彭水苗族土家族自治县,663
保家楼,彭水苗族土家族自治县,663
郁山,西村山郡,929
干溪沟,岑巩县,75
核桃园,咸丰县,955
黔江,潜江市,704
鱼泉,秦州区,710
长潭沟,酉阳土家族苗族自治县,1084
泔溪,雲林縣,1121
酉阳,酉阳土家族苗族自治县,1084
龙池,奉节县,214
秀山,北設楽郡,55
内江,内江市,647
碑木镇,贵港市,279
双凤驿,双峰县,807
迎祥街,高雄市,256
隆昌,隆昌市,569
李市镇,荆门市,457
安富镇,嘉陵区,406
广顺场,南平市,638
荣昌,重庆市,1173
峰高铺,泉州市,728
大足,重庆市,1173
长河碥,铜梁区,869
双石桥,达川区,116
永川,重庆市,1173
临江场,重庆市,1173
柏林,重庆市,1173
茨坝,成县,89
朱杨溪,重庆市,1173
平等,重庆市,1173
白沙,重庆市,1173
金刚沱,重庆市,1173
油溪,尤溪县,1081
古家沱,重庆市,1173
江津,重庆市,1173
黄磏,佛山市,217
铜罐驿,重庆市,1173
石场,大津市,127
小南海,黔江区,705
茄子溪,抚州市,231
重庆南,九龙坡区,466
重庆,重庆市,1173
沙湾,台州市,831
轸溪,河池市,316
刘沟,泰安市,836
代湾,沙湾区,756
杨漩,峨边彝族自治县,186
共和,大府市,124
柏村,古宇郡,262
金口河,金口河区,443
关村坝,金口河区,443
尼日,凉山彝族自治州,528
苏雄,凉山彝族自治州,528
凉红,凉山彝族自治州,528
埃岱,凉山彝族自治州,528
南尔岗,凉山彝族自治州,528
阿寨,凉山彝族自治州,528
白果,六安市,558
白石岩,广南县,271
铁西,沈阳市,788
下普雄,凉山彝族自治州,528
拉白,哈尔滨市,283
七龙星,渝北区,1090
民福寺,百色市,32
夏坝,山阴县,763
綦江,綦江区,696
三江,遵义市,1189
镇紫街,唐山市,841
赶水,綦江区,696
石门坎,大方县,122
木竹河,威海市,886
三元坝,青川县,712
蒙渡,成都市,87
太白,桐梓县,868
九龙塘,六安市,558
大河坝,凉山彝族自治州,528
新场,上海市,773
元田坝,成都市,87
桐梓,嘉禾县,405
红花园,嘉義縣,409
娄山关,遵义市,1189
汇塘河,重庆市,1173
松坝,遵义县,1190
上普雄,凉山彝族自治州,528
尔赛河,凉山彝族自治州,528
尼波,凉山彝族自治州,528
乐武,凉山彝族自治州,528
红峰,白银区,31
沙马拉达,凉山彝族自治州,528
瓦祖,凉山彝族自治州,528
铁口,凉山彝族自治州,528
新凉,来宾市,490
联合乡,昆明市,487
冕山,凉山彝族自治州,528
月华,阆中市,495
乐跃,建安区,416
蒲坝,凉山彝族自治州,528
永郎,凉山彝族自治州,528
弯坵,臺南市,832
枣子林,米易县,607
桐子林,仁寿县,729
内江南,内江市,647
大山铺,自贡市,1186
自贡,自流井区,1187
俞冲,六安市,558
孔滩,翠屏区,115
王场,石柱土家族自治县,799
敬梓场,子长市,1185
一步滩,宜宾市,1048
宜宾,宜宾市,1048
宜宾南,宜宾市,1048
水富,水富市,812
横江,盐津县,1028
小儿坪,小儿坪,969
铜鼓溪,臺南市,832
滩头,盐津县,1028
普洱渡,盐津县,1028
临江溪,临江市,546
盐津北,盐津县,1028
盐津,两当县,531
豆沙关,盐津县,1028
沙沙坡,自贡市,1186
小关溪,郑州市,1162
岔河,青岛市,713
大关,大关县,125
曾家坪子,大关县,125
苍坪,肇庆市,1152
邓家湾,安陆市,11
田梁子,凉山彝族自治州,528
彝良,梧州市,912
彝良南,彝良县,1053
二道桥,夹壁乡,411
昭通北,昭阳区,1146
昭通,昭阳区,1146
玉屏,荔波县,521
羊坪,羊坪,1034
青溪,犍为县,414
蕉溪,福安市,223
镇远,镇远县,1160
水花,镇远县,1160
施秉,太原市,835
黄平,河池市,316
宝老山,黄平县,373
加劳,豊岡市,510
桐木寨,镇远县,1160
凯里,城西街道,95
六个鸡,夏邑县,949
福泉,福泉市,226
贵定,贵定县,278
高峰,宣城市,1012
新平坝,安顺市,13
安顺,安顺市,13
化处,安顺市,13
六枝,百色市,32
关寨,舞阳县,923
滥坝,大方县,122
六盘水,六盘水市,559
梅花山,蚌埠市,37
凉水井,昆明市,487
金钟,晋华街道,451
草海,威宁彝族回族苗族自治县,887
李子沟,应县,1068
迤那,伊那市,1043
仙水,秦州区,710
花土坡,花土坡,353
昭通南,昭阳区,1146
茨冲,六盘水市,559
阿拉山口,阿拉山口市,5
博尔塔拉,鹽埕區,1029
双河市,双河市,808
昆玉,昆玉市,488
泽普,凉山彝族自治州,528
麻城,麻城市,584
黄州,南昌市,627
浠水,浠水县,943
蕲春,蕲春县,697
武穴,武穴市,922
孔垄,黄梅县,372
上安,広島市,276
井陉,屏東縣,678
南张村,石家庄市,793
井南,伊那市,1043
南峪,衡阳市,333
娘子关,平定县,666
程家,平定县,666
岩会,平定县,666
阳泉,城区,94
寿阳,定西市,158
芦家庄,寿阳县,802
康城,南昌市,627
武安,邯郸市,294
午汲,邯郸市,294
磁山,合肥市,305
徘徊北,邯郸市,294
新固镇,武安市,916
什里店,合肥市区,306
阳邑,陆丰市,572
豆庄,商水县,771
偏店,邯郸市,294
井店,邯郸市,294
涉县,邯郸市,294
悬钟,邯郸市,294
南峧,天津市,848
东阳关,仙台市,950
黎城,茌平县,99
水洋,望谟县,885
常村,屏東縣,678
漫流河,临沂市,549
微子镇,潞城区,576
潞城,潞城区,576
北舍,鲤鱼洲管理处,515
西贺村,彰化縣,1131
孤山,东港市,166
堡子湾,秦安县,708
新安庄,乌兰察布市,903
红砂坝,乌兰察布市,903
土贵乌拉,乌兰察布市,903
苏集,荔浦市,523
八苏木,乌兰察布市,903
十八台,乌兰察布市,903
马盖图,乌兰察布市,903
姑家堡,乌兰察布市,903
卓资山,乌兰察布市,903
福生庄,乌兰察布市,903
三道营,乌兰察布市,903
旗下营,乌兰察布市,903
民族,呼和浩特市,343
陶思浩,呼和浩特市,343
美岱召,包头市,38
公积坂,合肥市,305
东兴,防城港市,200
玉舍,六盘水市,559
白鸡坡,六盘水市,559
都格,凉山彝族自治州,528
发耳,六盘水市,559
营街,营街,1064
茅草坪,房县,203
三家寨,织金县,1164
雨格,六盘水市,559
松河,西湖区,935
柏果,德阳市,150
月亮田,江津区,426
盘关,佐用郡,1191
平田,松本市,816
花家庄,六盘水市,559
沙沱,合川区,304
红果,凉山彝族自治州,528
平关,八幡平市,18
富源,抚远市,230
羊尾哨,曲靖市,727
车转湾,富源县,244
白水镇,吉安市,391
平河口,沾益区,1125
白沙坡,屏边苗族自治县,676
马龙,马龙区,590
吴官田,马龙区,590
照福铺,???,872
小新街,昆明市,487
杨林,岳阳县,1114
小哨,合肥市,305
秦岭,安康市,10
凤州,大分市,123
宏庆,两当县,531
白水江,文县,899
阳平关,宁强县,657
燕子砭,宁强县,657
朝天南,沼田市,1148
大竹园,贵港市,279
高滩,安康市,10
毛坝关,安康市,10
麻柳,达川区,116
巴山,岡崎市,249
花楼坝,元朗區,1103
毛坝,安康市,10
平凉,崆峒区,482
平凉南,崆峒区,482
庙庄,枣庄市,1123
崇信,崇信县,102
安口窑,华亭市,357
陇县,宝鸡市,39
千阳,台州市,831
千河,汪清县,881
威箐,毕节市,60
小雨谷,六水盘市,560
迤资,芳賀郡,199
拉鲊,吉安市,391
花棚子,攀枝花市,660
新江,攀枝花市,660
师庄,夏县,948
大湾子,盐边县,1025
红江,洪江市,341
黄瓜园,绵阳市,613
元谋西,元谋县,1104
阿南庄,禄丰县,575
黑井,禄丰县,575
甸心,昆明市,487
磨刀石,阳明区,1037
下城子,南投縣,641
八面通,穆棱市,622
梨树镇,绵阳市,613
石磷,鸡西市,389
柳毛,密山市,611
裴德,密山市,611
兴凯,密山市,611
杨岗,巢湖市,83
凯北,娄底市,571
卫星,合肥市,305
虎林,虎林市,348
迎春,泰安市,836
东方红,林甸县,540
五常,哈尔滨市,283
拉林,哈尔滨市,283
牛家,宕昌县,145
周家,嘉禾县,405
平房,永吉县,1073
孙家,临沂市,549
香坊,沧州市,73
背荫河,舒兰市,803
安家,哈尔滨市,283
塔尔气,呼伦贝尔市,345
新绰源,札幌市,1124
石门子,青岛市,713
忠工屯,呼伦贝尔市,345
西岭口,呼伦贝尔市,345
高头,龙岩市,567
古莲,永登县,1070
漠河,西林吉镇,937
图强,漠河市,621
阿木尔,劲涛镇,449
聂河,沈丘县,787
盘古,梧州市,912
瓦拉干,塔河县,830
绣峰,塔河县,830
翠峰,东城管理委员会,161
松树林,百色市,32
桦林,青岛市,713
杨木,龙潭区,566
奎山,林口县,542
麻山,绍兴市,781
青龙,芜湖市,907
滴道,宗像市,1188
徐家,昌图县,78
沈家,黑山县,330
康金井,哈尔滨市,283
石人城,哈尔滨市,283
万发屯,宾县,63
昂昂溪,昂昂溪区,16
乌伊岭,伊春市,1041
汤旺河,汤原县,840
新青,芜湖市,907
红星,名山区,618
五营,伊春市,1041
红山,伊春市,1041
友好,礼县,507
双子河,三合经营所,742
伊春,丰林县,208
美溪,金华市,442
苔青,常德市,80
西林,宣城市,1012
金山屯,蛟河市,434
柳树,亳州市,70
南岔,定西市,158
绿潭,金华市,442
晨明,南岔县,626
威岭,伊春市,1041
浩良河,南岔县,626
香兰,哈尔滨市,283
汤原,南通市,640
兴莲,嘉義縣,409
长汀镇,海林市,289
敖头,海林市,289
拉古,渋谷区,753
陶家屯,昌图县,78
范家屯,四平市,815
大屯,驻马店市,1178
沙岭,新民市,985
马三家,沈阳市,788
兰家屯,葫芦岛市,346
裕国,沈阳市,788
新寒岭,辽阳市,533
张辛,麦积区,593
庙城,怀柔区,362
统军庄,密云区,612
六道河子,承德市,90
前苇塘,承德市,90
北马圈子,承德市,90
洞庙河,承德市,90
南湾子,葫芦岛市,346
新杖子,承德市,90
西大庙,承德市,90
上板城南,承德市,90
上板城,承德市,90
承德东,承德市,90
高各庄,青岛市,713
潘家店,承德市,90
甲山,嘉善县,407
永和,南通市,640
榆树沟,张家口市,1128
上谷,揖斐郡,1046
大杖子,葫芦岛市,346
大灰厂,丰台区,209
上万,大理市,130
南观村,彰化縣,1131
燕山,甲州市,413
良各庄,房山区,202
孤山口,房山区,202
云居寺,房山区,202
三合庄,泾源县,455
十渡,弘前市,334
平峪,平阳县,672
野三坡,保定市,43
百里峡,保定市,43
福山口,保定市,43
白涧,河池市,316
板城,来宾市,490
南城司,保定市,43
奇峰塔,保定市,43
紫荆关,保定市,43
大盘石,宁德市,653
塔崖驿,保定市,43
王安镇,保定市,43
浮图峪,保定市,43
北屯,北屯市,56
涞源,长顺县,1141
小西庄,保定市,43
艾河,鼓山區,263
招柏,大同市,133
云彩岭,大同市,133
大涧,須崎市,1007
包头西,包头市,38
哈业胡同,包头市,38
白彦花,包头市,38
公庙子,乌拉特前旗,902
乌拉山,乌拉特前旗,902
西小召,乌拉特前旗,902
四分滩,五原县,914
杭锦旗,伊和乌素苏木乡,1042
碱柜,鄂尔多斯市,192
乌海北,千里山镇,700
头道桥,宝兴县,42
包头北,包头市,38
昆都仑召,包头市,38
瓦窑坝,柳州市,557
明安,上饶市,775
营盘湾,明安镇,619
高家村,邢台市,996
石门村,屏東縣,678
坝梁,包头市,38
西斗铺,包头市,38
老羊壕,包头市,38
艾不盖,包头市,38
乌兰胡同,包头市,38
白云鄂博,包头市,38
西里,熊本市,1001
查干特格,锡林郭勒盟,944
夏拉哈马,玉溪市,1101
郭尔奔敖包,精河县,459
楚鲁图,锡林郭勒盟,944
锡林呼都嘎,锡林郭勒盟,944
德日斯图,潮州市,86
巴彦郭勒,尼勒克县,649
白银哈尔,锡林郭勒盟,944
乌兰花,通榆县,863
阿贵图,乌兰察布市,903
宝拉格,凉山彝族自治州,528
乌兰哈达,阿鲁科尔沁旗,7
芦家村,彰化縣,1131
贲红,乌兰察布市,903
大陆号,乌兰察布市,903
七苏木,乌兰察布市,903
获嘉,舒兰市,803
三原,三原市,751
阎良,姶良市,190
张桥,铜陵市,870
钟家村,渭南市,893
大荔北,渭南市,893
榆林,榆阳区,1092
米脂,弥渡县,605
清涧县,清涧县,716
黄陵,沿滩区,1024
孙镇,渭南市,893
蒲城,南平市,638
南仇,南昌市,627
黑旺,淄博市,1184
源迁,勇払郡,1079
南博山,淄博市,1184
常庄,南通市,640
莱芜东,莱芜区,492
蔺家楼,莱芜区,492
司家岭,泰安市,836
范镇,泰安市,836
燕家庄,青岛市,713
上高镇,泰安市,836
猛洞河,永顺县,1077
麻阳,天柱县,855
澧县,常德市,80
会同,珠海市,1176
靖州,荆州市,458
通道,通道侗族自治县,859
塘豹,邑智郡,1055
梅江,梅州市,599
桃映,南阳市,643
铜仁,铜仁市,871
娄底,涟源市,525
涟源,涟源市,525
冷水江东,冷水江市,503
新化,宁安路街道,651
安化,安化县,9
低庄,溆浦县,1011
溆浦,溆浦县,1011
辰溪,邵阳市,780
新晃,新晃侗族自治县,981
上西铺,衢州市,726
鲁番,六安市,558
瓦窑田,贵港市,279
新坪田,西伯郡,927
大田边,黄平县,373
革居,苗族自治州,615
岔江,昭化区,1145
小得江,罗平县,578
